,Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,TimeLine
6063,1900-01-01 08:39:00,Wednesday,Under 18,2-5yr,Pick up upto 10Q,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Serious Injury,8,Morning
6064,1900-01-01 13:52:00,Wednesday,Unknown,5-10yr,Special vehicle, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,13,Afternoon
6065,1900-01-01 13:52:00,Wednesday,31-50,2-5yr,Lorry (11?40Q), Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,13,Afternoon
6066,1900-01-01 13:15:00,Friday,Unknown,5-10yr,Automobile,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,13,Afternoon
6067,1900-01-01 17:45:00,Wednesday,Unknown,1-2yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,17,Evening
6068,1900-01-01 08:45:00,Monday,Unknown,2-5yr,Lorry (41?100Q),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,8,Morning
6069,1900-01-01 01:25:00,Saturday,18-30,Above 10yr,Other,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,1,Other,Not a Pedestrian,Moving Backward,Slight Injury,1,Night
6070,1900-01-01 01:25:00,Saturday,18-30,Below 1yr,Other, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Collision with pedestrians,3,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,1,Night
6071,1900-01-01 01:25:00,Saturday,Unknown,2-5yr,Automobile, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,1,Night
6072,1900-01-01 05:02:00,Saturday,18-30,Below 1yr,Other,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,5,Morning
6073,1900-01-01 08:40:00,Wednesday,Unknown,5-10yr,Automobile, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury,8,Morning
6074,1900-01-01 17:55:00,Tuesday,Over 51,1-2yr,Public (13?45 seats),Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,Not a Pedestrian,Moving Backward,Slight Injury,17,Evening
6075,1900-01-01 17:55:00,Tuesday,18-30,Below 1yr,Lorry (41?100Q),Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,17,Evening
6076,1900-01-01 14:20:00,Saturday,Unknown,5-10yr,Automobile,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,No distancing,Slight Injury,14,Afternoon
6077,1900-01-01 14:20:00,Saturday,31-50,Below 1yr,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,Not a Pedestrian,No priority to vehicle,Slight Injury,14,Afternoon
6078,1900-01-01 14:20:00,Saturday,31-50,Below 1yr,Automobile,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,14,Afternoon
6079,1900-01-01 14:20:00,Saturday,Unknown,5-10yr,Lorry (41?100Q),Rural village areasOffice areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,No distancing,Slight Injury,14,Afternoon
6080,1900-01-01 07:10:00,Tuesday,31-50,2-5yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,7,Morning
6081,1900-01-01 07:10:00,Tuesday,18-30,Above 10yr,Lorry (41?100Q),Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,7,Morning
6082,1900-01-01 19:42:00,Saturday,31-50,Above 10yr,Taxi,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No priority to pedestrian,Serious Injury,19,Evening
6083,1900-01-01 07:45:00,Tuesday,31-50,5-10yr,Lorry (41?100Q),Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury,7,Morning
6084,1900-01-01 07:45:00,Tuesday,18-30,1-2yr,Lorry (41?100Q),Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Not a Pedestrian,No distancing,Serious Injury,7,Morning
6085,1900-01-01 14:35:00,Wednesday,Unknown,Below 1yr,Other,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Not a Pedestrian,Driving carelessly,Slight Injury,14,Afternoon
6086,1900-01-01 14:35:00,Wednesday,31-50,Below 1yr,Stationwagen,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,14,Afternoon
6087,1900-01-01 16:16:00,Saturday,18-30,2-5yr,Stationwagen,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,16,Evening
6088,1900-01-01 16:16:00,Saturday,Unknown,1-2yr,Lorry (41?100Q),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,2,1,Moving Backward,Not a Pedestrian,Overtaking,Slight Injury,16,Evening
6089,1900-01-01 02:25:00,Thursday,Unknown,5-10yr,Lorry (41?100Q),Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury,2,Night
6090,1900-01-01 17:55:00,Wednesday,31-50,2-5yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,17,Evening
6091,1900-01-01 17:55:00,Wednesday,18-30,5-10yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,17,Evening
6092,1900-01-01 18:30:00,Thursday,Unknown,Above 10yr,Automobile,Residential areas,One way,Tangent road with flat terrain,T Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Not a Pedestrian,Overtaking,Slight Injury,18,Evening
6093,1900-01-01 18:30:00,Thursday,31-50,5-10yr,Taxi,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,T Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Unknown or other,Driving carelessly,Slight Injury,18,Evening
6094,1900-01-01 09:55:00,Thursday,18-30,5-10yr,Lorry (41?100Q),Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,9,Morning
6095,1900-01-01 13:58:00,Friday,31-50,5-10yr,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,13,Afternoon
6096,1900-01-01 17:00:00,Tuesday,Under 18,Above 10yr,Automobile, Church areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,1,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
6097,1900-01-01 09:15:00,Friday,Unknown,1-2yr,Public (> 45 seats),Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving to the left,Slight Injury,9,Morning
6098,1900-01-01 09:15:00,Friday,Under 18,2-5yr,Stationwagen,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,9,Morning
6099,1900-01-01 21:40:00,Wednesday,31-50,1-2yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,21,Night
6100,1900-01-01 21:40:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,21,Night
6101,1900-01-01 13:49:00,Monday,Over 51,5-10yr,Other,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury,13,Afternoon
6102,1900-01-01 13:49:00,Monday,31-50,5-10yr,Public (13?45 seats),Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,13,Afternoon
6103,1900-01-01 11:55:00,Saturday,18-30,Above 10yr,Other,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,11,Morning
6104,1900-01-01 11:55:00,Saturday,31-50,2-5yr,Other,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,11,Morning
6105,1900-01-01 19:00:00,Friday,Under 18,Above 10yr,Ridden horse,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,19,Evening
6106,1900-01-01 19:00:00,Friday,Under 18,2-5yr,Lorry (41?100Q),Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,No distancing,Slight Injury,19,Evening
6107,1900-01-01 19:00:00,Friday,Over 51,5-10yr,Lorry (41?100Q),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,19,Evening
6108,1900-01-01 19:00:00,Friday,Unknown,5-10yr,Pick up upto 10Q,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,3,3,Other,Not a Pedestrian,Moving Backward,Slight Injury,19,Evening
6109,1900-01-01 22:16:00,Wednesday,18-30,5-10yr,Lorry (11?40Q),School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Moving Backward,Not a Pedestrian,No distancing,Serious Injury,22,Night
6110,1900-01-01 22:16:00,Wednesday,Over 51,5-10yr,Automobile,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Other,Not a Pedestrian,Driving to the left,Serious Injury,22,Night
6111,1900-01-01 22:16:00,Wednesday,Unknown,Above 10yr,Automobile,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,1,Going straight,Not a Pedestrian,Driving to the left,Serious Injury,22,Night
6112,1900-01-01 12:43:00,Thursday,31-50,Below 1yr,Lorry (11?40Q),Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,12,Afternoon
6113,1900-01-01 17:00:00,Wednesday,Over 51,5-10yr,Motorcycle,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,17,Evening
6114,1900-01-01 17:00:00,Wednesday,31-50,1-2yr,Lorry (41?100Q),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Not a Pedestrian,Overtaking,Slight Injury,17,Evening
6115,1900-01-01 18:55:00,Thursday,31-50,5-10yr,Stationwagen,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,18,Evening
6116,1900-01-01 18:55:00,Thursday,18-30,Above 10yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,18,Evening
6117,1900-01-01 18:55:00,Thursday,Over 51,2-5yr,Other, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,18,Evening
6118,1900-01-01 16:40:00,Friday,Over 51,1-2yr,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,16,Evening
6119,1900-01-01 07:44:00,Tuesday,Unknown,1-2yr,Taxi,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,7,Morning
6120,1900-01-01 07:44:00,Tuesday,18-30,2-5yr,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,7,Morning
